name,site,L,a,b,R,G,B,size_mb
NORF-1_2026-06-11_17-01_track_manual_7875-8180_20260825_144726,Blakeney Overfalls,60.51967,-37.787033,-4.2117157,0.8396875,164.10368055555554,152.9921875,27.496574
NORF-1_2026-06-13_08-01_track_manual_1178-1599_20260825_143459,Blakeney Overfalls,61.18123,-32.98295,-12.525017,0.8495138888888889,164.63623263888888,169.505,27.968275
NORF-1_2026-06-13_11-01_track_manual_9473-9601_20260825_144346,Blakeney Overfalls,62.56196,-63.134407,53.776413,0.46671875,176.05479166666666,42.07513888888889,5.953915
NORF-1_2026-06-13_14-01_track_manual_1709-1859_20260825_143225,Blakeney Overfalls,61.4136,-36.95809,-6.372658,0.5627777777777778,166.31618055555555,159.18163194444443,8.616077
NORF-1_2026-06-13_17-01_track_manual_1967-2255_20260825_142757,Blakeney Overfalls,61.491688,-34.377327,-10.553436,0.8270138888888889,165.80798611111112,166.76519097222223,19.100378
NORF-1_2026-06-14_08-01_track_manual_4636-4831_20260825_143019,Blakeney Overfalls,61.5324,-40.529198,-0.4921875,0.71171875,167.6328472222222,148.97131944444445,15.343739
NORF-1_2026-06-14_11-01_track_manual_5626-5867_20260825_142407,Blakeney Overfalls,62.483624,-62.735504,52.39789,0.47692708333333333,175.74272569444443,45.83416666666667,6.375516
NORF-1_2026-06-14_17-01_track_manual_9656-9757_20260825_141949,Blakeney Overfalls,61.301323,-37.054962,-6.093544,0.6694097222222222,166.10057291666666,158.40744791666665,14.909276
NORF-1_2026-06-15_08-01_track_manual_6252-6582_20260825_141609,Blakeney Overfalls,44.821537,-39.37113,14.729507,0.9605034722222222,122.16442708333334,80.764375,34.632399
NORF-1_2026-06-15_17-01_track_manual_228-542_20260825_140530,Blakeney Overfalls,63.33492,-46.08847,8.036072,0.6487326388888889,174.044375,138.29821180555555,21.620504
NORF-1_2026-06-16_08-01_track_manual_8543-9030_20260825_141208,Blakeney Overfalls,34.147106,-29.21946,5.5018005,0.8952430555555555,92.29414930555555,71.36173611111111,51.267119
NORF-1_2026-06-18_08-01_track_manual_8075-8405_20260825_151036,Blakeney Overfalls,48.940117,-42.370644,16.221725,0.7941840277777777,133.82895833333333,87.96668402777777,34.9116
NORF_2025-10-02_09-00-47_trackmanual_1_0-276_20260619_152957,Blakeney Overfalls,54.061626,-37.92785,1.8671722,0.16567708333333334,147.19204861111112,126.55552083333333,12.640413
OYS_2025-09-17_13-00-53_track_manual_347-752_20260622_105022,Veerse Meer,50.82687,-35.569443,48.510345,81.16682291666666,138.98868055555556,24.40388888888889,22.734485
OYS_2025-09-17_13-00-53_track_manual_347-752_20260622_105025,Veerse Meer,50.82687,-35.569443,48.510345,81.16682291666666,138.98868055555556,24.40388888888889,22.734485
OYS_2025-09-17_13-00-53_track_manual_347-752_20260622_105031,Veerse Meer,50.82687,-35.569443,48.510345,81.16682291666666,138.98868055555556,24.40388888888889,22.734485
